Title,Link,Date,Source,Summary,Place,Term,LanguageQueried
IndiGo Highlights News Updates: IndiGo Delhi-Darbhanga flight cancelled after weather delay breaches runway timing limits; passengers stage brief protest - The Economic Times,https://news.google.com/rss/articles/CBMimAJBVV95cUxQc2I0UExrakwteHV0WHE2NlJ0aFd1U1otNXdhVUlHZEg5cmVxWVdsM09kUmkxbjNDRVRxcklnVGMyTmFwY3NPYzRnTFk4U2RVeldrUERjdmlITDM5TDctT0pHNHBmVngycDYxZndtb3BJeWRDek84VVJtZXpVRVM3MTl3c3dsQXZHdEtObUNVSm1xSkduYlRWWHNIM3RZRkh1UUF1RmIwYmxnUy1jNGVlejRwR2taa2FjM0RkQmNQYzgzVHZsNFA1VjJGU3dPYnQ3VEtCa29HWXJJejcxaEtvcnRQeDJBR0pzcjZEVDlRNUNidEstZkxHMWZYMEw1eHBTZnVaMHBBb2pBU0pNclJRNGJ6aWxTWWI4?oc=5,2025-08-15 00:30:35,The Economic Times,"<a href=""https://news.google.com/rss/articles/CBMimAJBVV95cUxQc2I0UExrakwteHV0WHE2NlJ0aFd1U1otNXdhVUlHZEg5cmVxWVdsM09kUmkxbjNDRVRxcklnVGMyTmFwY3NPYzRnTFk4U2RVeldrUERjdmlITDM5TDctT0pHNHBmVngycDYxZndtb3BJeWRDek84VVJtZXpVRVM3MTl3c3dsQXZHdEtObUNVSm1xSkduYlRWWHNIM3RZRkh1UUF1RmIwYmxnUy1jNGVlejRwR2taa2FjM0RkQmNQYzgzVHZsNFA1VjJGU3dPYnQ3VEtCa29HWXJJejcxaEtvcnRQeDJBR0pzcjZEVDlRNUNidEstZkxHMWZYMEw1eHBTZnVaMHBBb2pBU0pNclJRNGJ6aWxTWWI4?oc=5"" target=""_blank"">IndiGo Highlights News Updates: IndiGo Delhi-Darbhanga flight cancelled after weather delay breaches runway timing limits; passengers stage brief protest</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Economic Times</font>",,Monsoon,en
IndiGo Highlights News Updates: IndiGo Delhi-Darbhanga flight cancelled after weather delay breaches runway timing limits; passengers stage brief protest - The Economic Times,https://news.google.com/rss/articles/CBMimAJBVV95cUxQc2I0UExrakwteHV0WHE2NlJ0aFd1U1otNXdhVUlHZEg5cmVxWVdsM09kUmkxbjNDRVRxcklnVGMyTmFwY3NPYzRnTFk4U2RVeldrUERjdmlITDM5TDctT0pHNHBmVngycDYxZndtb3BJeWRDek84VVJtZXpVRVM3MTl3c3dsQXZHdEtObUNVSm1xSkduYlRWWHNIM3RZRkh1UUF1RmIwYmxnUy1jNGVlejRwR2taa2FjM0RkQmNQYzgzVHZsNFA1VjJGU3dPYnQ3VEtCa29HWXJJejcxaEtvcnRQeDJBR0pzcjZEVDlRNUNidEstZkxHMWZYMEw1eHBTZnVaMHBBb2pBU0pNclJRNGJ6aWxTWWI4?oc=5,2025-08-15 00:30:35,The Economic Times,"<a href=""https://news.google.com/rss/articles/CBMimAJBVV95cUxQc2I0UExrakwteHV0WHE2NlJ0aFd1U1otNXdhVUlHZEg5cmVxWVdsM09kUmkxbjNDRVRxcklnVGMyTmFwY3NPYzRnTFk4U2RVeldrUERjdmlITDM5TDctT0pHNHBmVngycDYxZndtb3BJeWRDek84VVJtZXpVRVM3MTl3c3dsQXZHdEtObUNVSm1xSkduYlRWWHNIM3RZRkh1UUF1RmIwYmxnUy1jNGVlejRwR2taa2FjM0RkQmNQYzgzVHZsNFA1VjJGU3dPYnQ3VEtCa29HWXJJejcxaEtvcnRQeDJBR0pzcjZEVDlRNUNidEstZkxHMWZYMEw1eHBTZnVaMHBBb2pBU0pNclJRNGJ6aWxTWWI4?oc=5"" target=""_blank"">IndiGo Highlights News Updates: IndiGo Delhi-Darbhanga flight cancelled after weather delay breaches runway timing limits; passengers stage brief protest</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Economic Times</font>",,Monsoon,en
