Title,Link,Date,Source,Summary,Term,LanguageQueried
"Weather update: IMD warns of cold wave in Telangana, Karnataka; dense fog likely in these states - CNBC TV18",https://news.google.com/rss/articles/CBMizwFBVV95cUxQdi1HczM4U1h1cnh2T1pJcHVnRmNtcE5TQ2VhTnVhMFRWYUZ6YXpPLVloY3dkcWVNUlZET3J1eWRLUFR1YkxwMl92c1JyOTBzNzlOT2xSdllpNHlXZEZib0h4ZW4xdGpiekVDQ2VMUV9YOXJUNDFOZmdMVWxzV2U2bzEtYmhVQjNmbmNxUnZoLWt3OUtxeVRBU1FQZGZHUER4Q3Zza2FFZURJZEVSR1JGNlVTS0ZmMXJkdzVyTXgwQksxMzlRb1gxS09yc0RMMFXSAdQBQVVfeXFMTnRWMTM5TEJrQ3FhLTFYTkxIaERVanBadWRPSDFUTTdLX29paUdDUkRBWFFLcElWY3luclZlTm9QZEIzMmRNQUZ4djJwR1F5LXlWWHNOeHR6YVdyYW5sZlBkMmlRZHRleDNfVUFxYkUyaERYNWJTTlM5SWllSGpFemxZc2VGVXpQdDl5YzBQemlKelFILTRreTBwdG1Ma2std2JGNlNJeTc3Q0dBSWNaVExjQy1qaFVwUWtuSzhkMVZhcF8tR01NQ0ZnRVdDRl9wZmRUSFg?oc=5,2025-12-13 17:29:56,CNBC TV18,"<a href=""https://news.google.com/rss/articles/CBMizwFBVV95cUxQdi1HczM4U1h1cnh2T1pJcHVnRmNtcE5TQ2VhTnVhMFRWYUZ6YXpPLVloY3dkcWVNUlZET3J1eWRLUFR1YkxwMl92c1JyOTBzNzlOT2xSdllpNHlXZEZib0h4ZW4xdGpiekVDQ2VMUV9YOXJUNDFOZmdMVWxzV2U2bzEtYmhVQjNmbmNxUnZoLWt3OUtxeVRBU1FQZGZHUER4Q3Zza2FFZURJZEVSR1JGNlVTS0ZmMXJkdzVyTXgwQksxMzlRb1gxS09yc0RMMFXSAdQBQVVfeXFMTnRWMTM5TEJrQ3FhLTFYTkxIaERVanBadWRPSDFUTTdLX29paUdDUkRBWFFLcElWY3luclZlTm9QZEIzMmRNQUZ4djJwR1F5LXlWWHNOeHR6YVdyYW5sZlBkMmlRZHRleDNfVUFxYkUyaERYNWJTTlM5SWllSGpFemxZc2VGVXpQdDl5YzBQemlKelFILTRreTBwdG1Ma2std2JGNlNJeTc3Q0dBSWNaVExjQy1qaFVwUWtuSzhkMVZhcF8tR01NQ0ZnRVdDRl9wZmRUSFg?oc=5"" target=""_blank"">Weather update: IMD warns of cold wave in Telangana, Karnataka; dense fog likely in these states</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC TV18</font>",Disaster,en
"Weather update: IMD warns of cold wave in Telangana, Karnataka; dense fog likely in these states - CNBC TV18",https://news.google.com/rss/articles/CBMizwFBVV95cUxQdi1HczM4U1h1cnh2T1pJcHVnRmNtcE5TQ2VhTnVhMFRWYUZ6YXpPLVloY3dkcWVNUlZET3J1eWRLUFR1YkxwMl92c1JyOTBzNzlOT2xSdllpNHlXZEZib0h4ZW4xdGpiekVDQ2VMUV9YOXJUNDFOZmdMVWxzV2U2bzEtYmhVQjNmbmNxUnZoLWt3OUtxeVRBU1FQZGZHUER4Q3Zza2FFZURJZEVSR1JGNlVTS0ZmMXJkdzVyTXgwQksxMzlRb1gxS09yc0RMMFXSAdQBQVVfeXFMTnRWMTM5TEJrQ3FhLTFYTkxIaERVanBadWRPSDFUTTdLX29paUdDUkRBWFFLcElWY3luclZlTm9QZEIzMmRNQUZ4djJwR1F5LXlWWHNOeHR6YVdyYW5sZlBkMmlRZHRleDNfVUFxYkUyaERYNWJTTlM5SWllSGpFemxZc2VGVXpQdDl5YzBQemlKelFILTRreTBwdG1Ma2std2JGNlNJeTc3Q0dBSWNaVExjQy1qaFVwUWtuSzhkMVZhcF8tR01NQ0ZnRVdDRl9wZmRUSFg?oc=5,2025-12-13 17:29:56,CNBC TV18,"<a href=""https://news.google.com/rss/articles/CBMizwFBVV95cUxQdi1HczM4U1h1cnh2T1pJcHVnRmNtcE5TQ2VhTnVhMFRWYUZ6YXpPLVloY3dkcWVNUlZET3J1eWRLUFR1YkxwMl92c1JyOTBzNzlOT2xSdllpNHlXZEZib0h4ZW4xdGpiekVDQ2VMUV9YOXJUNDFOZmdMVWxzV2U2bzEtYmhVQjNmbmNxUnZoLWt3OUtxeVRBU1FQZGZHUER4Q3Zza2FFZURJZEVSR1JGNlVTS0ZmMXJkdzVyTXgwQksxMzlRb1gxS09yc0RMMFXSAdQBQVVfeXFMTnRWMTM5TEJrQ3FhLTFYTkxIaERVanBadWRPSDFUTTdLX29paUdDUkRBWFFLcElWY3luclZlTm9QZEIzMmRNQUZ4djJwR1F5LXlWWHNOeHR6YVdyYW5sZlBkMmlRZHRleDNfVUFxYkUyaERYNWJTTlM5SWllSGpFemxZc2VGVXpQdDl5YzBQemlKelFILTRreTBwdG1Ma2std2JGNlNJeTc3Q0dBSWNaVExjQy1qaFVwUWtuSzhkMVZhcF8tR01NQ0ZnRVdDRl9wZmRUSFg?oc=5"" target=""_blank"">Weather update: IMD warns of cold wave in Telangana, Karnataka; dense fog likely in these states</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC TV18</font>",Disaster,en
