Title,Link,Date,Source,Summary,Term,LanguageQueried
Sandakphu Snowfall: West Bengal's Highest Mountain Peak Receives May's First Snowfall | Watch - Jagran English,https://news.google.com/rss/articles/CBMixwFBVV95cUxQaGJzb3VmT01FeWF4d205SUdmUldxcXJRdnpmbFVLaVREUW93dzIzUmdrQm5Idjc1LVZpZXF6R0piSDNmOXR4SUcyMDBfU192ZzFXSk50d0QxSC04SUJmMHpMZmdFTE9zclNXYWhnOTBnanU5NXV4NWQxX2QzbmhFR3pkS0x4QVYwM3AxOUlsWU0tcjlfREtoU0oxaVZtOTJWdnVkc3Q2dElvX0ZobnJ3LW53b0NZNEsyNXcwNFBGc00wQVBfNDVZ?oc=5,2025-05-01 17:44:00,Jagran English,"<a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxQaGJzb3VmT01FeWF4d205SUdmUldxcXJRdnpmbFVLaVREUW93dzIzUmdrQm5Idjc1LVZpZXF6R0piSDNmOXR4SUcyMDBfU192ZzFXSk50d0QxSC04SUJmMHpMZmdFTE9zclNXYWhnOTBnanU5NXV4NWQxX2QzbmhFR3pkS0x4QVYwM3AxOUlsWU0tcjlfREtoU0oxaVZtOTJWdnVkc3Q2dElvX0ZobnJ3LW53b0NZNEsyNXcwNFBGc00wQVBfNDVZ?oc=5"" target=""_blank"">Sandakphu Snowfall: West Bengal's Highest Mountain Peak Receives May's First Snowfall | Watch</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Jagran English</font>",Disaster,en
"Delhi weather: Rain, thunderstorm bring relief to NCR amid heatwave conditions; IMD issues severe weather alert | WATCH - Mint",https://news.google.com/rss/articles/CBMiywFBVV95cUxOSm9VM0lHYW9rUllGa1Ayd2o2Z1BqSHpJMWlGMlhhcW9mY1Z1ZUpKR1lPZjlMWjF2QnBNWWxFcTB0anJPZEVjRzdEai1DMW1MN0RnMEdIZjJCcmNVMno5d2wzTnBpM0htWHcxakNNZzVMaEtPTHhDXzhuN1VMX1dqNVdfWldEMVhIVE9aeW1yZ3ZfZGhnWXFQaUowSDVGNnI2OXdwbEhGbGZXWExoNzk4X2JrWnpTRzQ0eW9nQkozR0toOG1KYnFnUGpac9IB0AFBVV95cUxNaFNEdURHdHFPd1BSb1puVldsV1BHVlZhbDNpeEt6bXBYX1U5dXc5MGNMTUFfdzhWV2M3cU9vRkJEWV9qT0ZaZ2x1VXdvNE1ielluV2hLWHhZdkdSSkNzcjhUQ05iX2pvMDJCYndnb2VNRDdDYkx4bUJDa0gzVE9TMzI1Zjg2aTFhZ1Q3MU04VlVjMl9GTnVCWWhfMHlsVVJCZml0b2VrcEFzXzEyZTR6LUVnU3lWNWJGNGJPaTZaU21ZeE9haFVkbWdMOUtGbFI0?oc=5,2025-05-02 05:22:36,Mint,"<a href=""https://news.google.com/rss/articles/CBMiywFBVV95cUxOSm9VM0lHYW9rUllGa1Ayd2o2Z1BqSHpJMWlGMlhhcW9mY1Z1ZUpKR1lPZjlMWjF2QnBNWWxFcTB0anJPZEVjRzdEai1DMW1MN0RnMEdIZjJCcmNVMno5d2wzTnBpM0htWHcxakNNZzVMaEtPTHhDXzhuN1VMX1dqNVdfWldEMVhIVE9aeW1yZ3ZfZGhnWXFQaUowSDVGNnI2OXdwbEhGbGZXWExoNzk4X2JrWnpTRzQ0eW9nQkozR0toOG1KYnFnUGpac9IB0AFBVV95cUxNaFNEdURHdHFPd1BSb1puVldsV1BHVlZhbDNpeEt6bXBYX1U5dXc5MGNMTUFfdzhWV2M3cU9vRkJEWV9qT0ZaZ2x1VXdvNE1ielluV2hLWHhZdkdSSkNzcjhUQ05iX2pvMDJCYndnb2VNRDdDYkx4bUJDa0gzVE9TMzI1Zjg2aTFhZ1Q3MU04VlVjMl9GTnVCWWhfMHlsVVJCZml0b2VrcEFzXzEyZTR6LUVnU3lWNWJGNGJPaTZaU21ZeE9haFVkbWdMOUtGbFI0?oc=5"" target=""_blank"">Delhi weather: Rain, thunderstorm bring relief to NCR amid heatwave conditions; IMD issues severe weather alert | WATCH</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mint</font>",Disaster,en
Sandakphu Snowfall: West Bengal's Highest Mountain Peak Receives May's First Snowfall | Watch - Jagran English,https://news.google.com/rss/articles/CBMixwFBVV95cUxQaGJzb3VmT01FeWF4d205SUdmUldxcXJRdnpmbFVLaVREUW93dzIzUmdrQm5Idjc1LVZpZXF6R0piSDNmOXR4SUcyMDBfU192ZzFXSk50d0QxSC04SUJmMHpMZmdFTE9zclNXYWhnOTBnanU5NXV4NWQxX2QzbmhFR3pkS0x4QVYwM3AxOUlsWU0tcjlfREtoU0oxaVZtOTJWdnVkc3Q2dElvX0ZobnJ3LW53b0NZNEsyNXcwNFBGc00wQVBfNDVZ?oc=5,2025-05-01 17:44:00,Jagran English,"<a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxQaGJzb3VmT01FeWF4d205SUdmUldxcXJRdnpmbFVLaVREUW93dzIzUmdrQm5Idjc1LVZpZXF6R0piSDNmOXR4SUcyMDBfU192ZzFXSk50d0QxSC04SUJmMHpMZmdFTE9zclNXYWhnOTBnanU5NXV4NWQxX2QzbmhFR3pkS0x4QVYwM3AxOUlsWU0tcjlfREtoU0oxaVZtOTJWdnVkc3Q2dElvX0ZobnJ3LW53b0NZNEsyNXcwNFBGc00wQVBfNDVZ?oc=5"" target=""_blank"">Sandakphu Snowfall: West Bengal's Highest Mountain Peak Receives May's First Snowfall | Watch</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Jagran English</font>",Disaster,en
"Delhi weather: Rain, thunderstorm bring relief to NCR amid heatwave conditions; IMD issues severe weather alert | WATCH - Mint",https://news.google.com/rss/articles/CBMiywFBVV95cUxOSm9VM0lHYW9rUllGa1Ayd2o2Z1BqSHpJMWlGMlhhcW9mY1Z1ZUpKR1lPZjlMWjF2QnBNWWxFcTB0anJPZEVjRzdEai1DMW1MN0RnMEdIZjJCcmNVMno5d2wzTnBpM0htWHcxakNNZzVMaEtPTHhDXzhuN1VMX1dqNVdfWldEMVhIVE9aeW1yZ3ZfZGhnWXFQaUowSDVGNnI2OXdwbEhGbGZXWExoNzk4X2JrWnpTRzQ0eW9nQkozR0toOG1KYnFnUGpac9IB0AFBVV95cUxNaFNEdURHdHFPd1BSb1puVldsV1BHVlZhbDNpeEt6bXBYX1U5dXc5MGNMTUFfdzhWV2M3cU9vRkJEWV9qT0ZaZ2x1VXdvNE1ielluV2hLWHhZdkdSSkNzcjhUQ05iX2pvMDJCYndnb2VNRDdDYkx4bUJDa0gzVE9TMzI1Zjg2aTFhZ1Q3MU04VlVjMl9GTnVCWWhfMHlsVVJCZml0b2VrcEFzXzEyZTR6LUVnU3lWNWJGNGJPaTZaU21ZeE9haFVkbWdMOUtGbFI0?oc=5,2025-05-02 05:22:36,Mint,"<a href=""https://news.google.com/rss/articles/CBMiywFBVV95cUxOSm9VM0lHYW9rUllGa1Ayd2o2Z1BqSHpJMWlGMlhhcW9mY1Z1ZUpKR1lPZjlMWjF2QnBNWWxFcTB0anJPZEVjRzdEai1DMW1MN0RnMEdIZjJCcmNVMno5d2wzTnBpM0htWHcxakNNZzVMaEtPTHhDXzhuN1VMX1dqNVdfWldEMVhIVE9aeW1yZ3ZfZGhnWXFQaUowSDVGNnI2OXdwbEhGbGZXWExoNzk4X2JrWnpTRzQ0eW9nQkozR0toOG1KYnFnUGpac9IB0AFBVV95cUxNaFNEdURHdHFPd1BSb1puVldsV1BHVlZhbDNpeEt6bXBYX1U5dXc5MGNMTUFfdzhWV2M3cU9vRkJEWV9qT0ZaZ2x1VXdvNE1ielluV2hLWHhZdkdSSkNzcjhUQ05iX2pvMDJCYndnb2VNRDdDYkx4bUJDa0gzVE9TMzI1Zjg2aTFhZ1Q3MU04VlVjMl9GTnVCWWhfMHlsVVJCZml0b2VrcEFzXzEyZTR6LUVnU3lWNWJGNGJPaTZaU21ZeE9haFVkbWdMOUtGbFI0?oc=5"" target=""_blank"">Delhi weather: Rain, thunderstorm bring relief to NCR amid heatwave conditions; IMD issues severe weather alert | WATCH</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mint</font>",Disaster,en
